,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
2982,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,audio_features,4Dm32oO01YpIubCHaAtKkN,spotify:track:4Dm32oO01YpIubCHaAtKkN,https://api.spotify.com/v1/tracks/4Dm32oO01YpIubCHaAtKkN,https://api.spotify.com/v1/audio-analysis/4Dm32oO01YpIubCHaAtKkN,211493,4
2983,0.894,0.678,6,-5.611,0,0.0523,0.00569,2.43e-06,0.317,0.844,105.024,audio_features,0eH2eHURaXUP15D8gQlfjx,spotify:track:0eH2eHURaXUP15D8gQlfjx,https://api.spotify.com/v1/tracks/0eH2eHURaXUP15D8gQlfjx,https://api.spotify.com/v1/audio-analysis/0eH2eHURaXUP15D8gQlfjx,216333,4
2984,0.614,0.797,6,-4.896,1,0.0314,0.0635,0.0,0.187,0.374,90.946,audio_features,733ncRLzZQT5UtSPg1QmPc,spotify:track:733ncRLzZQT5UtSPg1QmPc,https://api.spotify.com/v1/tracks/733ncRLzZQT5UtSPg1QmPc,https://api.spotify.com/v1/audio-analysis/733ncRLzZQT5UtSPg1QmPc,251533,4
2985,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.15,0.446,60.019,audio_features,16XNk3bVCSHXN1rlwbXtHb,spotify:track:16XNk3bVCSHXN1rlwbXtHb,https://api.spotify.com/v1/tracks/16XNk3bVCSHXN1rlwbXtHb,https://api.spotify.com/v1/audio-analysis/16XNk3bVCSHXN1rlwbXtHb,226507,4
2986,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,audio_features,4HlFJV71xXKIGcU3kRyttv,spotify:track:4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/tracks/4HlFJV71xXKIGcU3kRyttv,https://api.spotify.com/v1/audio-analysis/4HlFJV71xXKIGcU3kRyttv,216773,4
2987,0.807,0.799,6,-6.542,1,0.357,0.222,0.0,0.202,0.432,82.498,audio_features,6h2c2CvLwJrmpmRROvs4wQ,spotify:track:6h2c2CvLwJrmpmRROvs4wQ,https://api.spotify.com/v1/tracks/6h2c2CvLwJrmpmRROvs4wQ,https://api.spotify.com/v1/audio-analysis/6h2c2CvLwJrmpmRROvs4wQ,194022,4
2988,0.689,0.638,10,-7.162,0,0.297,0.0231,1.54e-06,0.361,0.521,155.087,audio_features,1lUUwzA1wD7KpW7LwPvtey,spotify:track:1lUUwzA1wD7KpW7LwPvtey,https://api.spotify.com/v1/tracks/1lUUwzA1wD7KpW7LwPvtey,https://api.spotify.com/v1/audio-analysis/1lUUwzA1wD7KpW7LwPvtey,201812,4
2989,0.665,0.498,5,-8.185,1,0.0832,0.228,0.0,0.0757,0.127,81.967,audio_features,5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,179613,4
2990,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,audio_features,32lItqlMi4LBhb4k0BaSaC,spotify:track:32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/tracks/32lItqlMi4LBhb4k0BaSaC,https://api.spotify.com/v1/audio-analysis/32lItqlMi4LBhb4k0BaSaC,227533,4
2991,0.483,0.439,9,-10.212,0,0.238,0.805,0.0,0.637,0.618,81.986,audio_features,7CcoUAtUcYhUfBsmtn0ajO,spotify:track:7CcoUAtUcYhUfBsmtn0ajO,https://api.spotify.com/v1/tracks/7CcoUAtUcYhUfBsmtn0ajO,https://api.spotify.com/v1/audio-analysis/7CcoUAtUcYhUfBsmtn0ajO,303640,4
2992,0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,audio_features,2DQ1ITjI0YoLFzuADN1ZBW,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/tracks/2DQ1ITjI0YoLFzuADN1ZBW,https://api.spotify.com/v1/audio-analysis/2DQ1ITjI0YoLFzuADN1ZBW,245387,4
2993,0.88,0.428,9,-8.28,1,0.206,0.149,5.05e-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4
2994,0.717,0.948,3,-3.984,0,0.0539,0.0672,0.000224,0.102,0.755,135.972,audio_features,3v3K7xgKQahAml0BGjdIfY,spotify:track:3v3K7xgKQahAml0BGjdIfY,https://api.spotify.com/v1/tracks/3v3K7xgKQahAml0BGjdIfY,https://api.spotify.com/v1/audio-analysis/3v3K7xgKQahAml0BGjdIfY,218824,4
2995,0.875,0.814,0,-3.916,1,0.043,0.0827,0.0,0.184,0.695,109.996,audio_features,0gySKxqIOHTVD3YObTsJug,spotify:track:0gySKxqIOHTVD3YObTsJug,https://api.spotify.com/v1/tracks/0gySKxqIOHTVD3YObTsJug,https://api.spotify.com/v1/audio-analysis/0gySKxqIOHTVD3YObTsJug,206608,4
2996,0.762,0.796,1,-5.842,0,0.0792,0.0282,0.0,0.0988,0.384,97.992,audio_features,6jdRdqyMlZQdLAnA7Cl9LD,spotify:track:6jdRdqyMlZQdLAnA7Cl9LD,https://api.spotify.com/v1/tracks/6jdRdqyMlZQdLAnA7Cl9LD,https://api.spotify.com/v1/audio-analysis/6jdRdqyMlZQdLAnA7Cl9LD,225187,4
2997,0.604,0.661,0,-5.914,1,0.0375,0.234,0.0,0.0951,0.506,107.016,audio_features,4sJqSKPc5fZ5OZ8JiVI44N,spotify:track:4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/tracks/4sJqSKPc5fZ5OZ8JiVI44N,https://api.spotify.com/v1/audio-analysis/4sJqSKPc5fZ5OZ8JiVI44N,221440,4
2998,0.747,0.704,1,-6.743,1,0.0986,0.136,0.0,0.131,0.494,136.936,audio_features,1jQsKN68yE94tMYml0wHMd,spotify:track:1jQsKN68yE94tMYml0wHMd,https://api.spotify.com/v1/tracks/1jQsKN68yE94tMYml0wHMd,https://api.spotify.com/v1/audio-analysis/1jQsKN68yE94tMYml0wHMd,213693,4
2999,0.782,0.435,2,-7.033,1,0.156,0.333,1.31e-05,0.342,0.242,82.996,audio_features,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub,268933,4
3000,0.845,0.399,1,-7.509,1,0.312,0.00525,0.741,0.102,0.148,143.049,audio_features,0tdCy39PgWN8LFWu34ORn3,spotify:track:0tdCy39PgWN8LFWu34ORn3,https://api.spotify.com/v1/tracks/0tdCy39PgWN8LFWu34ORn3,https://api.spotify.com/v1/audio-analysis/0tdCy39PgWN8LFWu34ORn3,257600,4
3001,0.658,0.678,1,-4.407,1,0.058,0.303,0.0,0.361,0.662,97.976,audio_features,5yFSF6qQA1rcLsQRnBsZgb,spotify:track:5yFSF6qQA1rcLsQRnBsZgb,https://api.spotify.com/v1/tracks/5yFSF6qQA1rcLsQRnBsZgb,https://api.spotify.com/v1/audio-analysis/5yFSF6qQA1rcLsQRnBsZgb,199111,4
3002,0.636,0.705,0,-6.859,1,0.175,0.31,0.0,0.107,0.651,197.81,audio_features,5jlqJ9ZEZ1t0Q88gOdkFhQ,spotify:track:5jlqJ9ZEZ1t0Q88gOdkFhQ,https://api.spotify.com/v1/tracks/5jlqJ9ZEZ1t0Q88gOdkFhQ,https://api.spotify.com/v1/audio-analysis/5jlqJ9ZEZ1t0Q88gOdkFhQ,177370,4
3003,0.926,0.544,5,-6.827,1,0.0726,0.413,9.54e-05,0.112,0.656,115.956,audio_features,6m6Oy3F6GG0zRwH03rWmTv,spotify:track:6m6Oy3F6GG0zRwH03rWmTv,https://api.spotify.com/v1/tracks/6m6Oy3F6GG0zRwH03rWmTv,https://api.spotify.com/v1/audio-analysis/6m6Oy3F6GG0zRwH03rWmTv,231787,4
3004,0.518,0.724,8,-6.327,1,0.0839,0.0308,0.0,0.116,0.334,121.884,audio_features,6bolfjXj78EIQRB48C6QTc,spotify:track:6bolfjXj78EIQRB48C6QTc,https://api.spotify.com/v1/tracks/6bolfjXj78EIQRB48C6QTc,https://api.spotify.com/v1/audio-analysis/6bolfjXj78EIQRB48C6QTc,192731,4
3005,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,audio_features,43ZyHQITOjhciSUUNPVRHc,spotify:track:43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/tracks/43ZyHQITOjhciSUUNPVRHc,https://api.spotify.com/v1/audio-analysis/43ZyHQITOjhciSUUNPVRHc,124056,4
3006,0.829,0.514,7,-6.694,1,0.037,0.203,0.000157,0.115,0.397,114.955,audio_features,7MkysLvt3L8UFji2PceoFU,spotify:track:7MkysLvt3L8UFji2PceoFU,https://api.spotify.com/v1/tracks/7MkysLvt3L8UFji2PceoFU,https://api.spotify.com/v1/audio-analysis/7MkysLvt3L8UFji2PceoFU,244340,4
3007,0.607,0.805,11,-5.579,0,0.0608,0.00175,0.0,0.231,0.232,139.894,audio_features,1hBM2D1ULT3aeKuddSwPsK,spotify:track:1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/tracks/1hBM2D1ULT3aeKuddSwPsK,https://api.spotify.com/v1/audio-analysis/1hBM2D1ULT3aeKuddSwPsK,202667,4
3008,0.566,0.663,7,-7.9,0,0.0882,0.2,0.0,0.12,0.566,164.122,audio_features,6wqPgPizZDqTph2ouCbqoj,spotify:track:6wqPgPizZDqTph2ouCbqoj,https://api.spotify.com/v1/tracks/6wqPgPizZDqTph2ouCbqoj,https://api.spotify.com/v1/audio-analysis/6wqPgPizZDqTph2ouCbqoj,208392,4
3009,0.654,0.43,1,-8.58,1,0.0341,0.147,0.0,0.375,0.234,122.061,audio_features,0HM5opcPfHBvwTbnaa5NxX,spotify:track:0HM5opcPfHBvwTbnaa5NxX,https://api.spotify.com/v1/tracks/0HM5opcPfHBvwTbnaa5NxX,https://api.spotify.com/v1/audio-analysis/0HM5opcPfHBvwTbnaa5NxX,242027,4
3010,0.592,0.938,9,-3.633,0,0.218,0.379,0.0,0.225,0.481,86.02,audio_features,1q7mHXeH2BQW9bBLxcjhXE,spotify:track:1q7mHXeH2BQW9bBLxcjhXE,https://api.spotify.com/v1/tracks/1q7mHXeH2BQW9bBLxcjhXE,https://api.spotify.com/v1/audio-analysis/1q7mHXeH2BQW9bBLxcjhXE,191240,4
3011,0.564,0.662,2,-7.581,1,0.0319,0.0366,3.42e-05,0.114,0.289,148.044,audio_features,3HfGkhmx301bUBS7IEPa1g,spotify:track:3HfGkhmx301bUBS7IEPa1g,https://api.spotify.com/v1/tracks/3HfGkhmx301bUBS7IEPa1g,https://api.spotify.com/v1/audio-analysis/3HfGkhmx301bUBS7IEPa1g,219747,4
3012,0.62,0.752,10,-5.301,1,0.0565,0.38,0.0,0.103,0.569,147.03,audio_features,2YLwHjmsYqD8GXCCN1lb4G,spotify:track:2YLwHjmsYqD8GXCCN1lb4G,https://api.spotify.com/v1/tracks/2YLwHjmsYqD8GXCCN1lb4G,https://api.spotify.com/v1/audio-analysis/2YLwHjmsYqD8GXCCN1lb4G,230442,4
3013,0.385,0.654,4,-6.635,1,0.0342,0.212,0.0,0.136,0.125,164.196,audio_features,2o0V0AATmWmCmMOAFWDuEV,spotify:track:2o0V0AATmWmCmMOAFWDuEV,https://api.spotify.com/v1/tracks/2o0V0AATmWmCmMOAFWDuEV,https://api.spotify.com/v1/audio-analysis/2o0V0AATmWmCmMOAFWDuEV,267973,3
3014,0.741,0.759,0,-5.096,0,0.12,0.0218,0.0,0.628,0.362,97.084,audio_features,3jVSV60WZE5jPE2a6KGNFy,spotify:track:3jVSV60WZE5jPE2a6KGNFy,https://api.spotify.com/v1/tracks/3jVSV60WZE5jPE2a6KGNFy,https://api.spotify.com/v1/audio-analysis/3jVSV60WZE5jPE2a6KGNFy,225533,4
3015,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,audio_features,3Ui2jdyxbZQrZohfM0NOgG,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,https://api.spotify.com/v1/tracks/3Ui2jdyxbZQrZohfM0NOgG,https://api.spotify.com/v1/audio-analysis/3Ui2jdyxbZQrZohfM0NOgG,233467,4
3016,0.502,0.938,9,-3.114,1,0.13,0.00098,0.0,0.318,0.35,144.077,audio_features,4f2aGfZngFF8lQ5pgw9xPV,spotify:track:4f2aGfZngFF8lQ5pgw9xPV,https://api.spotify.com/v1/tracks/4f2aGfZngFF8lQ5pgw9xPV,https://api.spotify.com/v1/audio-analysis/4f2aGfZngFF8lQ5pgw9xPV,200347,4
3017,0.676,0.948,5,-2.557,1,0.0628,0.0509,8.19e-06,0.384,0.731,136.027,audio_features,67txf4D8SqDc5lmCMVAz01,spotify:track:67txf4D8SqDc5lmCMVAz01,https://api.spotify.com/v1/tracks/67txf4D8SqDc5lmCMVAz01,https://api.spotify.com/v1/audio-analysis/67txf4D8SqDc5lmCMVAz01,221227,4
3018,0.766,0.692,1,-4.672,1,0.0289,0.0825,0.0,0.0384,0.691,102.028,audio_features,5o4W6yWSJD9e9Ea8YC9WjF,spotify:track:5o4W6yWSJD9e9Ea8YC9WjF,https://api.spotify.com/v1/tracks/5o4W6yWSJD9e9Ea8YC9WjF,https://api.spotify.com/v1/audio-analysis/5o4W6yWSJD9e9Ea8YC9WjF,205160,4
3019,0.685,0.573,2,-7.467,1,0.0347,0.0604,3.72e-06,0.0864,0.131,95.966,audio_features,61LRiO0Tr7tdmfMFpR6kH7,spotify:track:61LRiO0Tr7tdmfMFpR6kH7,https://api.spotify.com/v1/tracks/61LRiO0Tr7tdmfMFpR6kH7,https://api.spotify.com/v1/audio-analysis/61LRiO0Tr7tdmfMFpR6kH7,234172,4
3020,0.704,0.909,0,-4.307,1,0.132,0.145,0.0,0.182,0.457,98.002,audio_features,0j7kALx0g6YfwZ73w2fj2D,spotify:track:0j7kALx0g6YfwZ73w2fj2D,https://api.spotify.com/v1/tracks/0j7kALx0g6YfwZ73w2fj2D,https://api.spotify.com/v1/audio-analysis/0j7kALx0g6YfwZ73w2fj2D,214787,4
3021,0.752,0.695,4,-3.854,1,0.0956,0.00223,0.000137,0.28,0.963,144.021,audio_features,3OY9NKwRfYqNNpeogsm5eR,spotify:track:3OY9NKwRfYqNNpeogsm5eR,https://api.spotify.com/v1/tracks/3OY9NKwRfYqNNpeogsm5eR,https://api.spotify.com/v1/audio-analysis/3OY9NKwRfYqNNpeogsm5eR,207653,4
3022,0.814,0.899,1,-5.958,1,0.0637,0.00727,0.219,0.0979,0.545,119.011,audio_features,2n4uOdMHzEvcZ0KP7iQnay,spotify:track:2n4uOdMHzEvcZ0KP7iQnay,https://api.spotify.com/v1/tracks/2n4uOdMHzEvcZ0KP7iQnay,https://api.spotify.com/v1/audio-analysis/2n4uOdMHzEvcZ0KP7iQnay,242013,4
3023,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,audio_features,2Cd9iWfcOpGDHLz6tVA3G4,spotify:track:2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/tracks/2Cd9iWfcOpGDHLz6tVA3G4,https://api.spotify.com/v1/audio-analysis/2Cd9iWfcOpGDHLz6tVA3G4,202627,4
3024,0.624,0.86,0,-3.129,0,0.043,0.0119,0.0,0.0598,0.521,110.018,audio_features,3pt4BDnaMo2vznoVSv7b2y,spotify:track:3pt4BDnaMo2vznoVSv7b2y,https://api.spotify.com/v1/tracks/3pt4BDnaMo2vznoVSv7b2y,https://api.spotify.com/v1/audio-analysis/3pt4BDnaMo2vznoVSv7b2y,199693,4
3025,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,audio_features,1yjY7rpaAQvKwpdUliHx0d,spotify:track:1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/tracks/1yjY7rpaAQvKwpdUliHx0d,https://api.spotify.com/v1/audio-analysis/1yjY7rpaAQvKwpdUliHx0d,216013,4
3026,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,audio_features,3by8IfnW9dZ2t4pZw1WVxz,spotify:track:3by8IfnW9dZ2t4pZw1WVxz,https://api.spotify.com/v1/tracks/3by8IfnW9dZ2t4pZw1WVxz,https://api.spotify.com/v1/audio-analysis/3by8IfnW9dZ2t4pZw1WVxz,191308,3
3027,0.831,0.735,4,-7.41,0,0.124,0.0902,0.0,0.215,0.632,100.016,audio_features,0S1vxen26XzaAkTuqkqcHq,spotify:track:0S1vxen26XzaAkTuqkqcHq,https://api.spotify.com/v1/tracks/0S1vxen26XzaAkTuqkqcHq,https://api.spotify.com/v1/audio-analysis/0S1vxen26XzaAkTuqkqcHq,212867,4
3028,0.332,0.635,7,-5.653,1,0.0898,0.159,2.79e-06,0.0599,0.261,186.249,audio_features,6KI1ZpZWYAJLvmVhCJz65G,spotify:track:6KI1ZpZWYAJLvmVhCJz65G,https://api.spotify.com/v1/tracks/6KI1ZpZWYAJLvmVhCJz65G,https://api.spotify.com/v1/audio-analysis/6KI1ZpZWYAJLvmVhCJz65G,201493,3
3029,0.916,0.492,4,-6.789,0,0.0856,0.0297,2.48e-05,0.0641,0.803,121.981,audio_features,68zC6NEny9EG3OuE6npJcr,spotify:track:68zC6NEny9EG3OuE6npJcr,https://api.spotify.com/v1/tracks/68zC6NEny9EG3OuE6npJcr,https://api.spotify.com/v1/audio-analysis/68zC6NEny9EG3OuE6npJcr,232320,4
3030,0.738,0.922,7,-3.94,1,0.0833,0.0034,0.0,0.0986,0.689,116.024,audio_features,1dsndFSRXSoQFLjSJ6uPpG,spotify:track:1dsndFSRXSoQFLjSJ6uPpG,https://api.spotify.com/v1/tracks/1dsndFSRXSoQFLjSJ6uPpG,https://api.spotify.com/v1/audio-analysis/1dsndFSRXSoQFLjSJ6uPpG,247027,4
3031,0.39,0.557,3,-6.344,1,0.0521,0.452,0.0,0.125,0.317,79.34,audio_features,0DOgMeHlNponAEqczZoxX0,spotify:track:0DOgMeHlNponAEqczZoxX0,https://api.spotify.com/v1/tracks/0DOgMeHlNponAEqczZoxX0,https://api.spotify.com/v1/audio-analysis/0DOgMeHlNponAEqczZoxX0,239973,4
3032,0.563,0.601,9,-8.342,0,0.0351,0.368,0.000116,0.143,0.16,106.84,audio_features,09pk2v399GAU5g2zgB9xFz,spotify:track:09pk2v399GAU5g2zgB9xFz,https://api.spotify.com/v1/tracks/09pk2v399GAU5g2zgB9xFz,https://api.spotify.com/v1/audio-analysis/09pk2v399GAU5g2zgB9xFz,240227,4
3033,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,audio_features,3YJkAQNEhmCZGLdmPsu6Ye,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,https://api.spotify.com/v1/tracks/3YJkAQNEhmCZGLdmPsu6Ye,https://api.spotify.com/v1/audio-analysis/3YJkAQNEhmCZGLdmPsu6Ye,250600,4
3034,0.535,0.711,3,-4.898,0,0.0541,0.0336,3.35e-05,0.0722,0.294,140.928,audio_features,0MXMNgjjtOBxAjfw8a4lwL,spotify:track:0MXMNgjjtOBxAjfw8a4lwL,https://api.spotify.com/v1/tracks/0MXMNgjjtOBxAjfw8a4lwL,https://api.spotify.com/v1/audio-analysis/0MXMNgjjtOBxAjfw8a4lwL,238733,4
3035,0.514,0.727,0,-6.131,1,0.0492,0.126,0.0,0.0978,0.37,147.917,audio_features,6M31fPFCYB8Job3MCjjrDV,spotify:track:6M31fPFCYB8Job3MCjjrDV,https://api.spotify.com/v1/tracks/6M31fPFCYB8Job3MCjjrDV,https://api.spotify.com/v1/audio-analysis/6M31fPFCYB8Job3MCjjrDV,200400,4
3036,0.631,0.908,6,-4.842,0,0.0391,0.00144,0.0,0.23,0.821,128.009,audio_features,6eQbRfp5DxLSOL5pGozYf1,spotify:track:6eQbRfp5DxLSOL5pGozYf1,https://api.spotify.com/v1/tracks/6eQbRfp5DxLSOL5pGozYf1,https://api.spotify.com/v1/audio-analysis/6eQbRfp5DxLSOL5pGozYf1,222449,4
3037,0.752,0.784,0,-4.941,1,0.0754,0.322,0.0,0.11,0.464,135.039,audio_features,2i9q8CteBmpslOJeQdMGqA,spotify:track:2i9q8CteBmpslOJeQdMGqA,https://api.spotify.com/v1/tracks/2i9q8CteBmpslOJeQdMGqA,https://api.spotify.com/v1/audio-analysis/2i9q8CteBmpslOJeQdMGqA,213535,4
3038,0.743,0.939,8,-3.186,1,0.0554,0.0328,0.0,0.13,0.848,129.021,audio_features,527vaaTSgrFZ23x8CGA48f,spotify:track:527vaaTSgrFZ23x8CGA48f,https://api.spotify.com/v1/tracks/527vaaTSgrFZ23x8CGA48f,https://api.spotify.com/v1/audio-analysis/527vaaTSgrFZ23x8CGA48f,197387,4
3039,0.892,0.764,10,-5.668,0,0.0547,0.0186,0.0358,0.332,0.856,115.014,audio_features,3KnjerEPMolLapVo2wdgz6,spotify:track:3KnjerEPMolLapVo2wdgz6,https://api.spotify.com/v1/tracks/3KnjerEPMolLapVo2wdgz6,https://api.spotify.com/v1/audio-analysis/3KnjerEPMolLapVo2wdgz6,196307,4
3040,0.745,0.506,4,-6.633,1,0.0295,0.399,3.59e-06,0.0926,0.356,90.015,audio_features,10B96serXW72hB0N65H5Lt,spotify:track:10B96serXW72hB0N65H5Lt,https://api.spotify.com/v1/tracks/10B96serXW72hB0N65H5Lt,https://api.spotify.com/v1/audio-analysis/10B96serXW72hB0N65H5Lt,225519,4
3041,0.709,0.728,9,-1.643,1,0.185,0.000811,0.105,0.564,0.572,180.107,audio_features,29viePXNqWUw1cxqzOcuOD,spotify:track:29viePXNqWUw1cxqzOcuOD,https://api.spotify.com/v1/tracks/29viePXNqWUw1cxqzOcuOD,https://api.spotify.com/v1/audio-analysis/29viePXNqWUw1cxqzOcuOD,186533,4
3042,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,audio_features,6Vh03bkEfXqekWp7Y1UBRb,spotify:track:6Vh03bkEfXqekWp7Y1UBRb,https://api.spotify.com/v1/tracks/6Vh03bkEfXqekWp7Y1UBRb,https://api.spotify.com/v1/audio-analysis/6Vh03bkEfXqekWp7Y1UBRb,200213,4
3043,0.399,0.767,2,-3.732,1,0.0328,0.0242,0.0,0.306,0.507,135.943,audio_features,4kf33kU0KAlkNBK9pNbYNU,spotify:track:4kf33kU0KAlkNBK9pNbYNU,https://api.spotify.com/v1/tracks/4kf33kU0KAlkNBK9pNbYNU,https://api.spotify.com/v1/audio-analysis/4kf33kU0KAlkNBK9pNbYNU,249693,4
3044,0.574,0.329,1,-6.829,1,0.0274,0.22,0.0,0.0986,0.356,130.993,audio_features,2afCBiru10AFckfOa49wIa,spotify:track:2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/tracks/2afCBiru10AFckfOa49wIa,https://api.spotify.com/v1/audio-analysis/2afCBiru10AFckfOa49wIa,237933,4
3045,0.64,0.447,4,-5.809,0,0.0396,0.437,0.0,0.216,0.475,92.979,audio_features,4MsOdD6nhPuvnK9MyVAniA,spotify:track:4MsOdD6nhPuvnK9MyVAniA,https://api.spotify.com/v1/tracks/4MsOdD6nhPuvnK9MyVAniA,https://api.spotify.com/v1/audio-analysis/4MsOdD6nhPuvnK9MyVAniA,216973,4
3046,0.597,0.815,9,-4.802,1,0.0457,0.1,0.0,0.112,0.581,162.039,audio_features,1Rp8zCRpkHyEDqaUczfMZA,spotify:track:1Rp8zCRpkHyEDqaUczfMZA,https://api.spotify.com/v1/tracks/1Rp8zCRpkHyEDqaUczfMZA,https://api.spotify.com/v1/audio-analysis/1Rp8zCRpkHyEDqaUczfMZA,210200,4
3047,0.479,0.943,2,-3.971,1,0.128,0.00433,3.54e-06,0.438,0.623,160.83,audio_features,5VYqINPwtzAV5IlWl3vhoe,spotify:track:5VYqINPwtzAV5IlWl3vhoe,https://api.spotify.com/v1/tracks/5VYqINPwtzAV5IlWl3vhoe,https://api.spotify.com/v1/audio-analysis/5VYqINPwtzAV5IlWl3vhoe,179893,4
3048,0.62,0.812,0,-5.673,0,0.181,0.0627,0.0,0.876,0.683,91.97,audio_features,4trx1lgbQ9FtrI5V9Y8C5Y,spotify:track:4trx1lgbQ9FtrI5V9Y8C5Y,https://api.spotify.com/v1/tracks/4trx1lgbQ9FtrI5V9Y8C5Y,https://api.spotify.com/v1/audio-analysis/4trx1lgbQ9FtrI5V9Y8C5Y,212347,4
3049,0.465,0.235,2,-11.913,1,0.0401,0.252,0.000104,0.127,0.44,98.757,audio_features,07EBTfqZaVzyB5x5k0Cyx1,spotify:track:07EBTfqZaVzyB5x5k0Cyx1,https://api.spotify.com/v1/tracks/07EBTfqZaVzyB5x5k0Cyx1,https://api.spotify.com/v1/audio-analysis/07EBTfqZaVzyB5x5k0Cyx1,243227,4
3050,0.522,0.525,1,-8.782,0,0.0364,0.0188,0.000167,0.181,0.341,88.006,audio_features,0BwPaprvtHADxxWhAgRJWd,spotify:track:0BwPaprvtHADxxWhAgRJWd,https://api.spotify.com/v1/tracks/0BwPaprvtHADxxWhAgRJWd,https://api.spotify.com/v1/audio-analysis/0BwPaprvtHADxxWhAgRJWd,282907,4
3051,0.803,0.717,2,-3.956,1,0.268,0.0644,0.0,0.248,0.582,112.963,audio_features,1HWsZxKLgySrtXOi3a5Q0j,spotify:track:1HWsZxKLgySrtXOi3a5Q0j,https://api.spotify.com/v1/tracks/1HWsZxKLgySrtXOi3a5Q0j,https://api.spotify.com/v1/audio-analysis/1HWsZxKLgySrtXOi3a5Q0j,296187,4
3052,0.568,0.724,1,-5.984,1,0.0308,0.241,0.0,0.123,0.237,81.996,audio_features,6mgiYIras9HywqgNQ2qRsR,spotify:track:6mgiYIras9HywqgNQ2qRsR,https://api.spotify.com/v1/tracks/6mgiYIras9HywqgNQ2qRsR,https://api.spotify.com/v1/audio-analysis/6mgiYIras9HywqgNQ2qRsR,227587,4
3053,0.765,0.765,1,-2.732,0,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,audio_features,6z7qW5Xq8NOSDUtAFmJr37,spotify:track:6z7qW5Xq8NOSDUtAFmJr37,https://api.spotify.com/v1/tracks/6z7qW5Xq8NOSDUtAFmJr37,https://api.spotify.com/v1/audio-analysis/6z7qW5Xq8NOSDUtAFmJr37,227147,4
3054,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,audio_features,67WTwafOMgegV6ABnBQxcE,spotify:track:67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/tracks/67WTwafOMgegV6ABnBQxcE,https://api.spotify.com/v1/audio-analysis/67WTwafOMgegV6ABnBQxcE,277040,4
3055,0.748,0.84,6,-7.701,1,0.0421,0.00348,0.00647,0.44,0.304,115.997,audio_features,7j5TIXPi0cCbSSqItmbyZy,spotify:track:7j5TIXPi0cCbSSqItmbyZy,https://api.spotify.com/v1/tracks/7j5TIXPi0cCbSSqItmbyZy,https://api.spotify.com/v1/audio-analysis/7j5TIXPi0cCbSSqItmbyZy,317080,4
