,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088,4
1,0.792,0.32,0,-16.387,0,0.388,0.204,0.955,0.106,0.59,135.0,audio_features,2ktuJSnA0K4YwRZOKYCWl6,spotify:track:2ktuJSnA0K4YwRZOKYCWl6,https://api.spotify.com/v1/tracks/2ktuJSnA0K4YwRZOKYCWl6,https://api.spotify.com/v1/audio-analysis/2ktuJSnA0K4YwRZOKYCWl6,149454,4
2,0.612,0.797,1,-3.648,1,0.448,0.064,0.0,0.257,0.358,81.086,audio_features,3IaAYtmN8T0YIYVqnxNnVz,spotify:track:3IaAYtmN8T0YIYVqnxNnVz,https://api.spotify.com/v1/tracks/3IaAYtmN8T0YIYVqnxNnVz,https://api.spotify.com/v1/audio-analysis/3IaAYtmN8T0YIYVqnxNnVz,434077,4
3,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,0ae2Bmei6kzUKjDVl7B7q8,spotify:track:0ae2Bmei6kzUKjDVl7B7q8,https://api.spotify.com/v1/tracks/0ae2Bmei6kzUKjDVl7B7q8,https://api.spotify.com/v1/audio-analysis/0ae2Bmei6kzUKjDVl7B7q8,194088,4
4,0.563,0.814,7,-4.219,0,0.0558,0.00983,0.0437,0.0732,0.796,140.615,audio_features,0iM1Ioz4N4p7MU1DKyqsov,spotify:track:0iM1Ioz4N4p7MU1DKyqsov,https://api.spotify.com/v1/tracks/0iM1Ioz4N4p7MU1DKyqsov,https://api.spotify.com/v1/audio-analysis/0iM1Ioz4N4p7MU1DKyqsov,157832,4
5,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,audio_features,3yNZ5r3LKfdmjoS3gkhUCT,spotify:track:3yNZ5r3LKfdmjoS3gkhUCT,https://api.spotify.com/v1/tracks/3yNZ5r3LKfdmjoS3gkhUCT,https://api.spotify.com/v1/audio-analysis/3yNZ5r3LKfdmjoS3gkhUCT,194840,4
6,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,3af12JOqAr9iUbpTNytIWo,spotify:track:3af12JOqAr9iUbpTNytIWo,https://api.spotify.com/v1/tracks/3af12JOqAr9iUbpTNytIWo,https://api.spotify.com/v1/audio-analysis/3af12JOqAr9iUbpTNytIWo,194088,4
7,0.656,0.465,0,-12.132,1,0.0311,0.368,0.0,0.155,0.778,96.93,audio_features,4FoRp17jtblWkNCfPe9QEU,spotify:track:4FoRp17jtblWkNCfPe9QEU,https://api.spotify.com/v1/tracks/4FoRp17jtblWkNCfPe9QEU,https://api.spotify.com/v1/audio-analysis/4FoRp17jtblWkNCfPe9QEU,144170,4
8,0.698,0.323,5,-9.98,1,0.178,0.914,0.037,0.0991,0.67,135.069,audio_features,1qOsHMitiWT4Zhx9ICzmjW,spotify:track:1qOsHMitiWT4Zhx9ICzmjW,https://api.spotify.com/v1/tracks/1qOsHMitiWT4Zhx9ICzmjW,https://api.spotify.com/v1/audio-analysis/1qOsHMitiWT4Zhx9ICzmjW,193227,4
9,0.582,0.829,2,-5.688,1,0.0465,0.000517,0.0,0.266,0.867,130.969,audio_features,0KqyBk4aVT88TEqBIC8mAP,spotify:track:0KqyBk4aVT88TEqBIC8mAP,https://api.spotify.com/v1/tracks/0KqyBk4aVT88TEqBIC8mAP,https://api.spotify.com/v1/audio-analysis/0KqyBk4aVT88TEqBIC8mAP,197800,4
10,0.474,0.948,3,-2.592,1,0.122,0.0223,0.0,0.43,0.611,146.46,audio_features,78ML3F5Lz3KiNkpnFAaR3q,spotify:track:78ML3F5Lz3KiNkpnFAaR3q,https://api.spotify.com/v1/tracks/78ML3F5Lz3KiNkpnFAaR3q,https://api.spotify.com/v1/audio-analysis/78ML3F5Lz3KiNkpnFAaR3q,195373,4
11,0.695,0.779,2,-5.975,1,0.257,0.196,0.0,0.11,0.704,142.175,audio_features,1VQKKey9XgeYOm6rd1Aje8,spotify:track:1VQKKey9XgeYOm6rd1Aje8,https://api.spotify.com/v1/tracks/1VQKKey9XgeYOm6rd1Aje8,https://api.spotify.com/v1/audio-analysis/1VQKKey9XgeYOm6rd1Aje8,221560,4
12,0.811,0.748,1,-10.298,1,0.0682,0.553,0.0,0.11,0.883,108.816,audio_features,3gZoHbFt5W3HltDGcnbDrD,spotify:track:3gZoHbFt5W3HltDGcnbDrD,https://api.spotify.com/v1/tracks/3gZoHbFt5W3HltDGcnbDrD,https://api.spotify.com/v1/audio-analysis/3gZoHbFt5W3HltDGcnbDrD,136133,4
13,0.698,0.429,0,-9.246,0,0.0416,0.148,0.691,0.101,0.54,134.946,audio_features,2FH0jT9o0mz71s7AtMkAa4,spotify:track:2FH0jT9o0mz71s7AtMkAa4,https://api.spotify.com/v1/tracks/2FH0jT9o0mz71s7AtMkAa4,https://api.spotify.com/v1/audio-analysis/2FH0jT9o0mz71s7AtMkAa4,191975,4
14,0.722,0.747,2,-3.483,1,0.0509,0.0249,4.5e-06,0.197,0.343,95.866,audio_features,4KVVy0GeXO03ni8Cv4SWk8,spotify:track:4KVVy0GeXO03ni8Cv4SWk8,https://api.spotify.com/v1/tracks/4KVVy0GeXO03ni8Cv4SWk8,https://api.spotify.com/v1/audio-analysis/4KVVy0GeXO03ni8Cv4SWk8,279133,4
15,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,audio_features,3rmo8F54jFF8OgYsqTxm5d,spotify:track:3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/tracks/3rmo8F54jFF8OgYsqTxm5d,https://api.spotify.com/v1/audio-analysis/3rmo8F54jFF8OgYsqTxm5d,230747,4
16,0.643,0.786,0,-3.976,1,0.0302,0.00255,0.0,0.0462,0.52,107.005,audio_features,760frpppJAxqsVBuiOt1yL,spotify:track:760frpppJAxqsVBuiOt1yL,https://api.spotify.com/v1/tracks/760frpppJAxqsVBuiOt1yL,https://api.spotify.com/v1/audio-analysis/760frpppJAxqsVBuiOt1yL,189227,4
17,0.7,0.693,5,-5.092,1,0.201,0.129,0.0,0.232,0.475,146.109,audio_features,4727RsuKMuY09HnC1ZD6yt,spotify:track:4727RsuKMuY09HnC1ZD6yt,https://api.spotify.com/v1/tracks/4727RsuKMuY09HnC1ZD6yt,https://api.spotify.com/v1/audio-analysis/4727RsuKMuY09HnC1ZD6yt,138082,4
18,0.695,0.779,2,-5.975,1,0.257,0.196,0.0,0.11,0.704,142.175,audio_features,7vLzU22xRA0pz9A8Ch1NNl,spotify:track:7vLzU22xRA0pz9A8Ch1NNl,https://api.spotify.com/v1/tracks/7vLzU22xRA0pz9A8Ch1NNl,https://api.spotify.com/v1/audio-analysis/7vLzU22xRA0pz9A8Ch1NNl,221560,4
19,0.652,0.516,10,-7.748,0,0.0426,0.0622,6.37e-06,0.12,0.342,91.975,audio_features,0iXlgib8Sp7tU0tRdoUJYg,spotify:track:0iXlgib8Sp7tU0tRdoUJYg,https://api.spotify.com/v1/tracks/0iXlgib8Sp7tU0tRdoUJYg,https://api.spotify.com/v1/audio-analysis/0iXlgib8Sp7tU0tRdoUJYg,150811,4
20,0.612,0.797,1,-3.648,1,0.448,0.064,0.0,0.257,0.358,81.086,audio_features,5SpWTzTFzy2UiZWaEWCHWn,spotify:track:5SpWTzTFzy2UiZWaEWCHWn,https://api.spotify.com/v1/tracks/5SpWTzTFzy2UiZWaEWCHWn,https://api.spotify.com/v1/audio-analysis/5SpWTzTFzy2UiZWaEWCHWn,434077,4
21,0.736,0.468,3,-8.572,0,0.195,0.11,0.0,0.107,0.417,80.505,audio_features,5w4enr0FN8ZTwxmfnACz2f,spotify:track:5w4enr0FN8ZTwxmfnACz2f,https://api.spotify.com/v1/tracks/5w4enr0FN8ZTwxmfnACz2f,https://api.spotify.com/v1/audio-analysis/5w4enr0FN8ZTwxmfnACz2f,146773,4
22,0.575,0.843,2,-4.402,1,0.0518,0.000743,0.0,0.315,0.843,130.982,audio_features,5R4UtkoueIomI2z3Ei8B38,spotify:track:5R4UtkoueIomI2z3Ei8B38,https://api.spotify.com/v1/tracks/5R4UtkoueIomI2z3Ei8B38,https://api.spotify.com/v1/audio-analysis/5R4UtkoueIomI2z3Ei8B38,197613,4
23,0.526,0.639,7,-6.14,1,0.104,0.0106,2.2e-05,0.12,0.717,135.012,audio_features,3UCQwTclMnDYtS0uVjNTGO,spotify:track:3UCQwTclMnDYtS0uVjNTGO,https://api.spotify.com/v1/tracks/3UCQwTclMnDYtS0uVjNTGO,https://api.spotify.com/v1/audio-analysis/3UCQwTclMnDYtS0uVjNTGO,191806,4
24,0.613,0.951,9,-2.305,0,0.261,0.00376,0.0,0.0774,0.93,104.427,audio_features,0c5mtgPNP2jBk9fdVtZ3lf,spotify:track:0c5mtgPNP2jBk9fdVtZ3lf,https://api.spotify.com/v1/tracks/0c5mtgPNP2jBk9fdVtZ3lf,https://api.spotify.com/v1/audio-analysis/0c5mtgPNP2jBk9fdVtZ3lf,188817,4
25,0.847,0.491,4,-8.025,0,0.436,0.386,6.71e-05,0.119,0.623,139.947,audio_features,7emJRAhUHhLtBtvzjDpjMC,spotify:track:7emJRAhUHhLtBtvzjDpjMC,https://api.spotify.com/v1/tracks/7emJRAhUHhLtBtvzjDpjMC,https://api.spotify.com/v1/audio-analysis/7emJRAhUHhLtBtvzjDpjMC,192400,4
26,0.692,0.623,7,-11.172,1,0.288,0.0303,1.45e-06,0.0958,0.384,134.987,audio_features,7ER1r3QQOPfjj3x1UCa5pq,spotify:track:7ER1r3QQOPfjj3x1UCa5pq,https://api.spotify.com/v1/tracks/7ER1r3QQOPfjj3x1UCa5pq,https://api.spotify.com/v1/audio-analysis/7ER1r3QQOPfjj3x1UCa5pq,193361,4
27,0.585,0.717,2,-5.055,1,0.0426,0.0097,0.0313,0.0952,0.701,174.019,audio_features,5bnPew0sFrsFDUrkvVezRS,spotify:track:5bnPew0sFrsFDUrkvVezRS,https://api.spotify.com/v1/tracks/5bnPew0sFrsFDUrkvVezRS,https://api.spotify.com/v1/audio-analysis/5bnPew0sFrsFDUrkvVezRS,181453,4
28,0.83,0.405,1,-8.484,1,0.411,0.0158,8.61e-06,0.241,0.188,147.07,audio_features,5TvdhNXoHbeGeWtjCYhFuy,spotify:track:5TvdhNXoHbeGeWtjCYhFuy,https://api.spotify.com/v1/tracks/5TvdhNXoHbeGeWtjCYhFuy,https://api.spotify.com/v1/audio-analysis/5TvdhNXoHbeGeWtjCYhFuy,169493,4
29,0.758,0.294,9,-9.113,0,0.0459,0.829,9.32e-06,0.0981,0.348,120.041,audio_features,1zQ2PdP4hpA9gaWiaMMoJy,spotify:track:1zQ2PdP4hpA9gaWiaMMoJy,https://api.spotify.com/v1/tracks/1zQ2PdP4hpA9gaWiaMMoJy,https://api.spotify.com/v1/audio-analysis/1zQ2PdP4hpA9gaWiaMMoJy,183241,4
30,0.516,0.587,2,-5.756,1,0.0258,0.231,0.0,0.108,0.237,78.024,audio_features,0otmxJEwq9JI1CidrcYEq4,spotify:track:0otmxJEwq9JI1CidrcYEq4,https://api.spotify.com/v1/tracks/0otmxJEwq9JI1CidrcYEq4,https://api.spotify.com/v1/audio-analysis/0otmxJEwq9JI1CidrcYEq4,225101,4
31,0.697,0.428,0,-9.252,0,0.0417,0.148,0.668,0.101,0.523,134.954,audio_features,4LzDR9ArSfr065cLQgpuba,spotify:track:4LzDR9ArSfr065cLQgpuba,https://api.spotify.com/v1/tracks/4LzDR9ArSfr065cLQgpuba,https://api.spotify.com/v1/audio-analysis/4LzDR9ArSfr065cLQgpuba,191975,4
32,0.678,0.834,5,-6.284,0,0.0796,0.000292,0.00013,0.117,0.421,135.031,audio_features,3pR7bepkdYWYPeakBlh3WU,spotify:track:3pR7bepkdYWYPeakBlh3WU,https://api.spotify.com/v1/tracks/3pR7bepkdYWYPeakBlh3WU,https://api.spotify.com/v1/audio-analysis/3pR7bepkdYWYPeakBlh3WU,194055,4
33,0.928,0.378,7,-11.603,0,0.0703,0.633,0.894,0.0969,0.645,135.021,audio_features,27CikDEgcBdiF54xP4JaT6,spotify:track:27CikDEgcBdiF54xP4JaT6,https://api.spotify.com/v1/tracks/27CikDEgcBdiF54xP4JaT6,https://api.spotify.com/v1/audio-analysis/27CikDEgcBdiF54xP4JaT6,154657,4
34,0.927,0.38,0,-11.743,0,0.0799,0.664,0.875,0.0945,0.545,135.04,audio_features,1EuiDAGGub3PrpvVyabQH6,spotify:track:1EuiDAGGub3PrpvVyabQH6,https://api.spotify.com/v1/tracks/1EuiDAGGub3PrpvVyabQH6,https://api.spotify.com/v1/audio-analysis/1EuiDAGGub3PrpvVyabQH6,154653,4
35,0.612,0.521,10,-7.137,1,0.0331,0.519,0.0,0.166,0.368,92.988,audio_features,6BZuf8iLTI18rN8L8WarzL,spotify:track:6BZuf8iLTI18rN8L8WarzL,https://api.spotify.com/v1/tracks/6BZuf8iLTI18rN8L8WarzL,https://api.spotify.com/v1/audio-analysis/6BZuf8iLTI18rN8L8WarzL,250000,4
36,0.764,0.488,5,-6.017,1,0.0396,0.166,0.0,0.0979,0.237,124.923,audio_features,34LbYwWS8Vxr6dsdZ64OXd,spotify:track:34LbYwWS8Vxr6dsdZ64OXd,https://api.spotify.com/v1/tracks/34LbYwWS8Vxr6dsdZ64OXd,https://api.spotify.com/v1/audio-analysis/34LbYwWS8Vxr6dsdZ64OXd,213554,4
37,0.785,0.671,11,-7.108,0,0.0505,0.448,1.81e-05,0.225,0.588,124.899,audio_features,1O8BgvuH9SMVddb3MQINwp,spotify:track:1O8BgvuH9SMVddb3MQINwp,https://api.spotify.com/v1/tracks/1O8BgvuH9SMVddb3MQINwp,https://api.spotify.com/v1/audio-analysis/1O8BgvuH9SMVddb3MQINwp,159360,4
38,0.604,0.564,7,-6.875,1,0.24,0.0316,5.42e-06,0.585,0.872,135.973,audio_features,6tRLfrfy692qlbT2cECgQS,spotify:track:6tRLfrfy692qlbT2cECgQS,https://api.spotify.com/v1/tracks/6tRLfrfy692qlbT2cECgQS,https://api.spotify.com/v1/audio-analysis/6tRLfrfy692qlbT2cECgQS,194062,4
39,0.869,0.631,7,-5.985,0,0.0518,0.172,8.85e-06,0.0671,0.646,135.027,audio_features,66wi6NRfwsula1n68bJEod,spotify:track:66wi6NRfwsula1n68bJEod,https://api.spotify.com/v1/tracks/66wi6NRfwsula1n68bJEod,https://api.spotify.com/v1/audio-analysis/66wi6NRfwsula1n68bJEod,167908,4
40,0.829,0.327,0,-11.346,0,0.104,0.0402,0.545,0.105,0.723,135.984,audio_features,4I1ypegnI8R0HlsAF5rZYn,spotify:track:4I1ypegnI8R0HlsAF5rZYn,https://api.spotify.com/v1/tracks/4I1ypegnI8R0HlsAF5rZYn,https://api.spotify.com/v1/audio-analysis/4I1ypegnI8R0HlsAF5rZYn,135882,4
41,0.95,0.354,7,-10.407,0,0.471,0.209,0.0719,0.057,0.421,132.003,audio_features,2pliryM9cTnl6ov1gSeUWi,spotify:track:2pliryM9cTnl6ov1gSeUWi,https://api.spotify.com/v1/tracks/2pliryM9cTnl6ov1gSeUWi,https://api.spotify.com/v1/audio-analysis/2pliryM9cTnl6ov1gSeUWi,156364,4
42,0.677,0.762,7,-5.994,0,0.0556,0.000915,0.381,0.0966,0.736,135.989,audio_features,22QpE67BB819wfq63IWWg8,spotify:track:22QpE67BB819wfq63IWWg8,https://api.spotify.com/v1/tracks/22QpE67BB819wfq63IWWg8,https://api.spotify.com/v1/audio-analysis/22QpE67BB819wfq63IWWg8,163269,4
43,0.431,0.928,9,-7.779,1,0.0499,0.00481,1.47e-05,0.0473,0.47,92.493,audio_features,5IGPVZnHthItuYm9hPAclA,spotify:track:5IGPVZnHthItuYm9hPAclA,https://api.spotify.com/v1/tracks/5IGPVZnHthItuYm9hPAclA,https://api.spotify.com/v1/audio-analysis/5IGPVZnHthItuYm9hPAclA,202893,4
44,0.554,0.108,7,-19.039,0,0.0684,0.983,0.937,0.101,0.0806,135.625,audio_features,4MClHPCWt88zdf14ztJnAz,spotify:track:4MClHPCWt88zdf14ztJnAz,https://api.spotify.com/v1/tracks/4MClHPCWt88zdf14ztJnAz,https://api.spotify.com/v1/audio-analysis/4MClHPCWt88zdf14ztJnAz,160333,4
45,0.5,0.916,9,-12.501,1,0.192,0.00359,0.0,0.21,0.453,171.924,audio_features,5D6IIoEAfIPgYYhcR8INFV,spotify:track:5D6IIoEAfIPgYYhcR8INFV,https://api.spotify.com/v1/tracks/5D6IIoEAfIPgYYhcR8INFV,https://api.spotify.com/v1/audio-analysis/5D6IIoEAfIPgYYhcR8INFV,181395,4
46,0.601,0.967,3,-1.56,0,0.16,0.0297,0.0,0.26,0.482,106.025,audio_features,5DumPcJlq92SLNjAWiZW93,spotify:track:5DumPcJlq92SLNjAWiZW93,https://api.spotify.com/v1/tracks/5DumPcJlq92SLNjAWiZW93,https://api.spotify.com/v1/audio-analysis/5DumPcJlq92SLNjAWiZW93,214947,4
47,0.457,0.791,7,-5.863,1,0.144,0.00316,0.00104,0.067,0.533,145.048,audio_features,5asn6PSAQN0mbmRV7FquIy,spotify:track:5asn6PSAQN0mbmRV7FquIy,https://api.spotify.com/v1/tracks/5asn6PSAQN0mbmRV7FquIy,https://api.spotify.com/v1/audio-analysis/5asn6PSAQN0mbmRV7FquIy,232085,4
48,0.173,0.926,2,-4.027,1,0.132,0.000713,0.043,0.291,0.0703,201.231,audio_features,75rctYH1J87zkJ51c4cxaq,spotify:track:75rctYH1J87zkJ51c4cxaq,https://api.spotify.com/v1/tracks/75rctYH1J87zkJ51c4cxaq,https://api.spotify.com/v1/audio-analysis/75rctYH1J87zkJ51c4cxaq,235640,4
49,0.48,0.604,11,-5.503,0,0.177,0.144,0.0,0.537,0.499,112.748,audio_features,3AeemxsZeLT9GXZJZlPc1U,spotify:track:3AeemxsZeLT9GXZJZlPc1U,https://api.spotify.com/v1/tracks/3AeemxsZeLT9GXZJZlPc1U,https://api.spotify.com/v1/audio-analysis/3AeemxsZeLT9GXZJZlPc1U,214958,5
50,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,spotify:track:3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/tracks/3dYD57lRAUcMHufyqn9GcI,https://api.spotify.com/v1/audio-analysis/3dYD57lRAUcMHufyqn9GcI,241688,4
51,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,audio_features,2V4bv1fNWfTcyRJKmej6Sj,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/tracks/2V4bv1fNWfTcyRJKmej6Sj,https://api.spotify.com/v1/audio-analysis/2V4bv1fNWfTcyRJKmej6Sj,213293,4
52,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4
53,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,audio_features,4Ub8UsjWuewQrPhuepfVpd,spotify:track:4Ub8UsjWuewQrPhuepfVpd,https://api.spotify.com/v1/tracks/4Ub8UsjWuewQrPhuepfVpd,https://api.spotify.com/v1/audio-analysis/4Ub8UsjWuewQrPhuepfVpd,214148,4
54,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093,4
55,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,audio_features,7wMq5n8mYSKlQIGECKUgTX,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4
56,0.497,0.865,0,-3.19,1,0.0644,0.0306,0.0679,0.443,0.595,125.96,audio_features,78W8wiUIlQ2SnWY9TVowKZ,spotify:track:78W8wiUIlQ2SnWY9TVowKZ,https://api.spotify.com/v1/tracks/78W8wiUIlQ2SnWY9TVowKZ,https://api.spotify.com/v1/audio-analysis/78W8wiUIlQ2SnWY9TVowKZ,174203,4
57,0.617,0.792,7,-4.873,0,0.0379,0.0536,0.0,0.142,0.631,83.067,audio_features,4n8jPTf8wgI99ryFmbnDPc,spotify:track:4n8jPTf8wgI99ryFmbnDPc,https://api.spotify.com/v1/tracks/4n8jPTf8wgI99ryFmbnDPc,https://api.spotify.com/v1/audio-analysis/4n8jPTf8wgI99ryFmbnDPc,227373,4
58,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,audio_features,2CEgGE6aESpnmtfiZwYlbV,spotify:track:2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/tracks/2CEgGE6aESpnmtfiZwYlbV,https://api.spotify.com/v1/audio-analysis/2CEgGE6aESpnmtfiZwYlbV,202613,4
59,0.706,0.842,0,-4.628,0,0.038,0.0476,0.0,0.134,0.818,104.958,audio_features,71R6zJsrF3ffc3TBFHfivX,spotify:track:71R6zJsrF3ffc3TBFHfivX,https://api.spotify.com/v1/tracks/71R6zJsrF3ffc3TBFHfivX,https://api.spotify.com/v1/audio-analysis/71R6zJsrF3ffc3TBFHfivX,224720,4
60,0.327,0.941,1,-3.294,1,0.353,0.0231,0.0,0.0636,0.707,129.738,audio_features,6ku3i5WNrsY3qhOq6ua9TL,spotify:track:6ku3i5WNrsY3qhOq6ua9TL,https://api.spotify.com/v1/tracks/6ku3i5WNrsY3qhOq6ua9TL,https://api.spotify.com/v1/audio-analysis/6ku3i5WNrsY3qhOq6ua9TL,199236,4
61,0.472,0.815,9,-4.002,0,0.319,0.171,0.0,0.265,0.81,98.017,audio_features,2N2QvMYwyYHE8V4KZbbG4i,spotify:track:2N2QvMYwyYHE8V4KZbbG4i,https://api.spotify.com/v1/tracks/2N2QvMYwyYHE8V4KZbbG4i,https://api.spotify.com/v1/audio-analysis/2N2QvMYwyYHE8V4KZbbG4i,230413,4
62,0.754,0.933,0,-5.786,1,0.0448,0.0199,0.0,0.297,0.75,103.992,audio_features,0ltBH1JNzSvQJPjJpvTu9B,spotify:track:0ltBH1JNzSvQJPjJpvTu9B,https://api.spotify.com/v1/tracks/0ltBH1JNzSvQJPjJpvTu9B,https://api.spotify.com/v1/audio-analysis/0ltBH1JNzSvQJPjJpvTu9B,225000,4
63,0.56,0.959,7,-2.433,1,0.102,0.000722,0.000221,0.209,0.669,163.983,audio_features,45hOioMDJktr86iKDHC8gr,spotify:track:45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/tracks/45hOioMDJktr86iKDHC8gr,https://api.spotify.com/v1/audio-analysis/45hOioMDJktr86iKDHC8gr,216600,4
64,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4
65,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,audio_features,5HE3z4Ew7wZ91l3ZOpGKa4,spotify:track:5HE3z4Ew7wZ91l3ZOpGKa4,https://api.spotify.com/v1/tracks/5HE3z4Ew7wZ91l3ZOpGKa4,https://api.spotify.com/v1/audio-analysis/5HE3z4Ew7wZ91l3ZOpGKa4,223800,4
66,0.687,0.855,7,-5.341,0,0.0416,0.0486,0.0,0.233,0.647,130.029,audio_features,1j7GNdjuK5wfmvxCbVcWMY,spotify:track:1j7GNdjuK5wfmvxCbVcWMY,https://api.spotify.com/v1/tracks/1j7GNdjuK5wfmvxCbVcWMY,https://api.spotify.com/v1/audio-analysis/1j7GNdjuK5wfmvxCbVcWMY,218373,4
67,0.58,0.75,4,-4.421,1,0.194,0.159,0.0,0.274,0.728,86.938,audio_features,69ghzc538EQSVon2Gm3wrr,spotify:track:69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/tracks/69ghzc538EQSVon2Gm3wrr,https://api.spotify.com/v1/audio-analysis/69ghzc538EQSVon2Gm3wrr,229107,4
68,0.695,0.628,11,-6.498,0,0.0442,0.0539,0.0,0.32,0.529,144.114,audio_features,0seHreoI3kwp38OlEgLLnT,spotify:track:0seHreoI3kwp38OlEgLLnT,https://api.spotify.com/v1/tracks/0seHreoI3kwp38OlEgLLnT,https://api.spotify.com/v1/audio-analysis/0seHreoI3kwp38OlEgLLnT,236200,4
69,0.632,0.88,2,-4.051,1,0.0463,0.0144,0.0021,0.118,0.338,129.007,audio_features,043bfUkTydw0xJ5JjOT91w,spotify:track:043bfUkTydw0xJ5JjOT91w,https://api.spotify.com/v1/tracks/043bfUkTydw0xJ5JjOT91w,https://api.spotify.com/v1/audio-analysis/043bfUkTydw0xJ5JjOT91w,403493,4
70,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,audio_features,3bidbhpOYeV4knp8AIu8Xn,spotify:track:3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/tracks/3bidbhpOYeV4knp8AIu8Xn,https://api.spotify.com/v1/audio-analysis/3bidbhpOYeV4knp8AIu8Xn,258343,4
71,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,audio_features,4zuy08yhEhlu5YSTM3WqRD,spotify:track:4zuy08yhEhlu5YSTM3WqRD,https://api.spotify.com/v1/tracks/4zuy08yhEhlu5YSTM3WqRD,https://api.spotify.com/v1/audio-analysis/4zuy08yhEhlu5YSTM3WqRD,222500,4
72,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,audio_features,62yJjFtgkhUrXktIoSjgP2,spotify:track:62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/tracks/62yJjFtgkhUrXktIoSjgP2,https://api.spotify.com/v1/audio-analysis/62yJjFtgkhUrXktIoSjgP2,186813,4
73,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,audio_features,3bC1ahPIYt1btJzSSEyyrF,spotify:track:3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/tracks/3bC1ahPIYt1btJzSSEyyrF,https://api.spotify.com/v1/audio-analysis/3bC1ahPIYt1btJzSSEyyrF,224653,4
74,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989,audio_features,05SBRd4fXgn8FX7bf8BCAE,spotify:track:05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/tracks/05SBRd4fXgn8FX7bf8BCAE,https://api.spotify.com/v1/audio-analysis/05SBRd4fXgn8FX7bf8BCAE,234507,4
